run,epoch,agent,time,s1,s2,c,action,reward,overall_step,theta,std,Regret,name,num_agents,base
1,1,2,1,64,80,7964,80,0.393192570735032,8,0.38999537682112917,65303.4183902794,-0.0031971939139028294,Thompson Sampling,100,100
1,1,3,1,5,35,3405,35,1.7882713288230925,8,1.795482639451588,65303.4183902794,0.007211310628495449,Thompson Sampling,100,100
1,1,4,1,41,61,6041,61,4.955366231414669e-5,8,4.9692919873299465e-5,65303.4183902794,1.392575591527772e-7,Thompson Sampling,100,100
1,1,5,1,89,74,7389,74,0.0740135151838894,8,0.07416034485272475,65303.4183902794,0.00014682966883534931,Thompson Sampling,100,100
1,1,6,1,4,64,6304,64,0.5127500853883714,8,0.5109775867673547,65303.4183902794,-0.0017724986210166938,Thompson Sampling,100,100
1,1,7,1,80,5,480,5,0.27014707486091427,8,0.27108144706552023,65303.4183902794,0.0009343722046059599,Thompson Sampling,100,100
1,1,8,1,54,4,354,4,8.768502328376087,8,8.765915693589669,65303.4183902794,-0.002586634786418074,Thompson Sampling,100,100
1,1,9,1,30,60,5930,60,0.0870469696959276,8,0.08680379238803577,65303.4183902794,-0.00024317730789182035,Thompson Sampling,100,100
1,1,10,1,6,97,9606,97,0.027312502284051146,8,0.02745608780016538,65303.4183902794,0.00014358551611423284,Thompson Sampling,100,100
1,1,1,1,22,76,7522,76,531.3008580976626,9,527.8765139234658,65303.4183902794,-3.42434417419679,Thompson Sampling,100,100
1,1,2,1,80,91,9080,91,0.6852381251389501,9,0.6875037896977197,65303.4183902794,0.0022656645587696422,Thompson Sampling,100,100
1,1,3,1,35,93,9235,93,94.78668677578429,9,93.8046386217647,65303.4183902794,-0.9820481540195942,Thompson Sampling,100,100
1,1,4,1,61,83,8261,83,0.18568717938761375,9,0.1867018336631256,65303.4183902794,0.0010146542755118393,Thompson Sampling,100,100
1,1,5,1,74,1,74,1,57.90649976345856,9,58.26441862213357,65303.4183902794,0.3579188586750064,Thompson Sampling,100,100
1,1,6,1,64,82,8164,82,0.5600945825104267,9,0.5531204755711921,65303.4183902794,-0.006974106939234503,Thompson Sampling,100,100
1,1,7,1,5,64,6305,64,0.004640024878207175,9,0.004564443138777328,65303.4183902794,-7.558173942984713e-5,Thompson Sampling,100,100
1,1,8,1,4,64,6304,64,0.5231331318260155,9,0.5109775867673547,65303.4183902794,-0.012155545058660788,Thompson Sampling,100,100
1,1,9,1,60,43,4260,43,1.6939420749535765,9,1.6779206166285943,65303.4183902794,-0.016021458324982252,Thompson Sampling,100,100
1,1,10,1,97,62,6197,62,34.848344344251245,9,35.01863302829018,65303.4183902794,0.17028868403893682,Thompson Sampling,100,100
1,1,1,1,76,35,3476,35,0.43178875763039637,10,0.4259975400160608,65303.4183902794,-0.005791217614335542,Thompson Sampling,100,100
1,1,2,1,91,40,3991,40,0.01699393238137455,10,0.016690351953874614,65303.4183902794,-0.00030358042749993597,Thompson Sampling,100,100
1,1,3,1,93,75,7493,75,0.7829049868116593,10,0.7779803566098838,65303.4183902794,-0.004924630201775471,Thompson Sampling,100,100
1,1,4,1,83,11,1083,11,0.18323634755457102,10,0.1843838673935357,65303.4183902794,0.001147519838964689,Thompson Sampling,100,100
1,1,5,1,1,24,2301,24,0.013544117901948507,10,0.013530327002320902,65303.4183902794,-1.3790899627604686e-5,Thompson Sampling,100,100
1,1,6,1,82,61,6082,61,2.630375507871432,10,2.662190180382589,65303.4183902794,0.031814672511157216,Thompson Sampling,100,100
1,1,7,1,64,73,7264,73,0.6519647739468581,10,0.6564247071497866,65303.4183902794,0.004459933202928479,Thompson Sampling,100,100
1,1,8,1,64,77,7664,77,0.06069921388290801,10,0.0596500165763279,65303.4183902794,-0.0010491973065801102,Thompson Sampling,100,100
1,1,9,1,43,25,2443,25,312.6912609998141,10,311.0605306080727,65303.4183902794,-1.6307303917413947,Thompson Sampling,100,100
1,1,10,1,62,16,1562,16,84.93589527263272,10,86.66412247309684,65303.4183902794,1.7282272004641186,Thompson Sampling,100,100
1,1,11,1,1,17,1601,17,0.26490389474035364,10,0.26194783824494616,65303.4183902794,-0.0029560564954074775,Thompson Sampling,100,100
1,1,12,1,1,42,4101,42,0.13393928255634052,10,0.13167217583271545,65303.4183902794,-0.0022671067236250675,Thompson Sampling,100,100
1,1,1,1,35,40,3935,40,0.002450093747934078,11,0.0024918086931076306,65303.4183902794,4.171494517355269e-5,Thompson Sampling,100,100
1,1,2,1,40,92,9140,92,0.5604194637257721,11,0.5549054196562327,65303.4183902794,-0.00551404406953937,Thompson Sampling,100,100
1,1,3,1,75,49,4875,49,0.07748569317312534,11,0.0787285401669712,65303.4183902794,0.0012428469938458586,Thompson Sampling,100,100
1,1,4,1,11,42,4111,42,254.04773613001188,11,252.35130521669825,65303.4183902794,-1.696430913313634,Thompson Sampling,100,100
1,1,5,1,24,70,6924,70,5.297099344251672e-5,11,5.1516119337150994e-5,65303.4183902794,-1.4548741053657292e-6,Thompson Sampling,100,100
1,1,6,1,61,84,8361,84,0.0034520101487861446,11,0.0033765056616976144,65303.4183902794,-7.550448708853021e-5,Thompson Sampling,100,100
1,1,7,1,73,17,1673,17,9.799849317960675,11,9.723302202334025,65303.4183902794,-0.07654711562664929,Thompson Sampling,100,100
1,1,8,1,77,99,9877,99,0.9573751508835201,11,0.9535204281763452,65303.4183902794,-0.003854722707174907,Thompson Sampling,100,100
1,1,9,1,25,49,4825,49,127.09752895427933,11,126.79390585064178,65303.4183902794,-0.3036231036375483,Thompson Sampling,100,100
1,1,10,1,16,79,7816,79,0.127261454020317,11,0.1273930943701755,65303.4183902794,0.00013164034985851947,Thompson Sampling,100,100
1,1,11,1,17,71,7017,71,0.03128397164205432,11,0.03147251200866914,65303.4183902794,0.00018854036661482276,Thompson Sampling,100,100
1,1,12,1,42,29,2842,29,0.49033603466478476,11,0.48949015421835657,65303.4183902794,-0.0008458804464281933,Thompson Sampling,100,100
1,1,1,1,40,92,9140,92,0.5451160659302723,12,0.5549054196562327,65303.4183902794,0.009789353725960459,Thompson Sampling,100,100
1,1,2,1,92,96,9592,96,146.9561911198729,12,146.30310991221987,65303.4183902794,-0.653081207653031,Thompson Sampling,100,100
1,1,3,1,49,74,7349,74,0.4431588178054158,12,0.4464730000112174,65303.4183902794,0.0033141822058016523,Thompson Sampling,100,100
1,1,4,1,42,54,5342,54,73.94955365932515,12,73.81784428277459,65303.4183902794,-0.13170937655056036,Thompson Sampling,100,100
1,1,5,1,70,44,4370,44,0.09127523189915436,12,0.09123948533622783,65303.4183902794,-3.5746562926528e-5,Thompson Sampling,100,100
1,1,6,1,84,60,5984,60,6.544752923852865e6,12,6.524201608978683e6,65303.4183902794,-20551.314874181524,Thompson Sampling,100,100
1,1,7,1,17,71,7017,71,0.031957725360098256,12,0.03147251200866914,65303.4183902794,-0.0004852133514291132,Thompson Sampling,100,100
1,1,8,1,99,38,3799,38,0.036786579948900715,12,0.03665781819764442,65303.4183902794,-0.00012876175125629136,Thompson Sampling,100,100
1,1,9,1,49,36,3549,36,534.6559563261526,12,534.0710326194841,65303.4183902794,-0.5849237066685191,Thompson Sampling,100,100
1,1,10,1,79,100,9979,100,12.153615465413395,12,12.219828346450427,65303.4183902794,0.06621288103703193,Thompson Sampling,100,100
1,1,11,1,71,58,5771,58,21.3782987601099,12,21.33812363919878,65303.4183902794,-0.04017512091111897,Thompson Sampling,100,100
1,1,12,1,29,12,1129,12,1.589277959115189,12,1.561144903081009,65303.4183902794,-0.02813305603418015,Thompson Sampling,100,100
1,1,13,1,1,67,6601,67,0.015379135660593256,12,0.015502441151485712,65303.4183902794,0.0001233054908924558,Thompson Sampling,100,100
1,1,1,1,92,41,4092,41,0.00034883071611243135,13,0.0003439378395368166,65303.4183902794,-4.892876575614768e-6,Thompson Sampling,100,100
1,1,2,1,96,57,5696,57,5.352011012469049,13,5.3008189826314265,65303.4183902794,-0.0511920298376225,Thompson Sampling,100,100
1,1,3,1,74,64,6374,64,0.006644980009723359,13,0.006649871543893576,65303.4183902794,4.891534170216663e-6,Thompson Sampling,100,100
1,1,4,1,54,24,2354,24,15.673042454906378,13,15.435281533941488,65303.4183902794,-0.23776092096488988,Thompson Sampling,100,100
1,1,5,1,44,5,444,5,1.1550971969729824,13,1.163431235613444,65303.4183902794,0.00833403864046156,Thompson Sampling,100,100
1,1,6,1,60,42,4160,42,23.975529626996234,13,23.43422158403004,65303.4183902794,-0.5413080429661932,Thompson Sampling,100,100
1,1,7,1,71,38,3771,38,0.004996226314000364,13,0.004977941322178393,65303.4183902794,-1.8284991821971262e-5,Thompson Sampling,100,100
1,1,8,1,38,19,1838,19,0.36072126684194084,13,0.36033824470449716,65303.4183902794,-0.0003830221374436782,Thompson Sampling,100,100
1,1,9,1,36,75,7436,75,620.0207302479033,13,617.6767240658478,65303.4183902794,-2.344006182055523,Thompson Sampling,100,100
1,1,10,1,100,96,9600,96,0.00987115546675874,13,0.00973778232540228,65303.4183902794,-0.0001333731413564604,Thompson Sampling,100,100
1,1,11,1,58,97,9658,97,0.40435242094816237,13,0.40748525088687676,65303.4183902794,0.0031328299387143876,Thompson Sampling,100,100
1,1,12,1,12,64,6312,64,298.07361996591885,13,299.6432283396344,65303.4183902794,1.569608373715539,Thompson Sampling,100,100
1,1,13,1,67,84,8367,84,5.339824178524473,13,5.346700574745609,65303.4183902794,0.006876396221136005,Thompson Sampling,100,100
1,1,14,1,1,40,3901,40,265.24528402975983,13,261.75037816487816,65303.4183902794,-3.494905864881673,Thompson Sampling,100,100
1,1,1,1,41,76,7541,76,0.6621527793857924,14,0.6613158931215067,65303.4183902794,-0.0008368862642856856,Thompson Sampling,100,100
1,1,2,1,57,46,4557,46,135.32998815642185,14,135.75431776395428,65303.4183902794,0.4243296075324281,Thompson Sampling,100,100
1,1,3,1,64,62,6164,62,51.43010938615686,14,52.08448359271139,65303.4183902794,0.6543742065545359,Thompson Sampling,100,100
1,1,4,1,24,5,424,5,8.94885580586484,14,8.934539286102371,65303.4183902794,-0.014316519762468616,Thompson Sampling,100,100
1,1,5,1,5,13,1205,13,0.2607645643242192,14,0.26682230927784345,65303.4183902794,0.006057744953624267,Thompson Sampling,100,100
1,1,6,1,42,50,4942,50,0.6944715119874943,14,0.7010796575807471,65303.4183902794,0.006608145593252734,Thompson Sampling,100,100
1,1,7,1,38,50,4938,50,576.9810532567606,14,576.0339475176685,65303.4183902794,-0.9471057390920805,Thompson Sampling,100,100
1,1,8,1,19,66,6519,66,0.00043330014308317906,14,0.00043304395951462805,65303.4183902794,-2.561835685510041e-7,Thompson Sampling,100,100
1,1,9,1,75,88,8775,88,91.6605776884699,14,90.79208060153665,65303.4183902794,-0.868497086933246,Thompson Sampling,100,100
1,1,10,1,96,74,7396,74,787.4647512889774,14,784.618515716325,65303.4183902794,-2.846235572652404,Thompson Sampling,100,100
1,1,11,1,97,69,6897,69,0.16480153681487308,14,0.163194758416961,65303.4183902794,-0.0016067783979120953,Thompson Sampling,100,100
1,1,12,1,64,64,6364,64,6.626273463145937,14,6.60924861751754,65303.4183902794,-0.01702484562839679,Thompson Sampling,100,100
1,1,13,1,84,49,4884,49,275.8589009709181,14,279.51538578802956,65303.4183902794,3.6564848171114477,Thompson Sampling,100,100
1,1,14,1,40,45,4440,45,39.315172087658375,14,38.57625568488657,65303.4183902794,-0.7389164027718067,Thompson Sampling,100,100
1,1,15,1,1,4,301,4,3.6145893381714993,14,3.586837454345676,65303.4183902794,-0.027751883825823498,Thompson Sampling,100,100
1,1,1,1,76,25,2476,25,0.29406192069124365,15,0.29821588640238883,65303.4183902794,0.00415396571114518,Thompson Sampling,100,100
1,1,2,1,46,25,2446,25,8.03209748991971,15,8.126598574923161,65303.4183902794,0.09450108500345067,Thompson Sampling,100,100
1,1,3,1,62,12,1162,12,0.10018870218717943,15,0.09905223896904665,65303.4183902794,-0.00113646321813278,Thompson Sampling,100,100
1,1,4,1,5,65,6405,65,0.005634655700890948,15,0.005731465040787267,65303.4183902794,9.680933989631834e-5,Thompson Sampling,100,100
1,1,5,1,13,87,8613,87,0.05140951302592356,15,0.052589504843809254,65303.4183902794,0.001179991817885695,Thompson Sampling,100,100
1,1,6,1,50,94,9350,94,1.0008587111512341,15,0.9760779653196688,65303.4183902794,-0.02478074583156531,Thompson Sampling,100,100
1,1,7,1,50,74,7350,74,0.047917587007828374,15,0.04783365340159372,65303.4183902794,-8.393360623465407e-5,Thompson Sampling,100,100
1,1,8,1,66,42,4166,42,17.771557546534222,15,17.880991930559578,65303.4183902794,0.10943438402535577,Thompson Sampling,100,100
1,1,9,1,88,30,2988,30,0.006083013228770206,15,0.006048936097673818,65303.4183902794,-3.407713109638763e-5,Thompson Sampling,100,100
1,1,10,1,74,64,6374,64,0.006695690525816052,15,0.006649871543893576,65303.4183902794,-4.581898192247604e-5,Thompson Sampling,100,100
1,1,11,1,69,40,3969,40,0.6110434617712536,15,0.6221092140368699,65303.4183902794,0.011065752265616347,Thompson Sampling,100,100
1,1,12,1,64,29,2864,29,107.66318204852894,15,110.46888467220364,65303.4183902794,2.805702623674705,Thompson Sampling,100,100
1,1,13,1,49,17,1649,17,115.24123513143539,15,116.24903082589337,65303.4183902794,1.0077956944579824,Thompson Sampling,100,100
1,1,14,1,45,55,5445,55,27.69563105089879,15,28.066692489001962,65303.4183902794,0.3710614381031725,Thompson Sampling,100,100
1,1,15,1,4,66,6504,66,0.05008518701032035,15,0.05107766337706751,65303.4183902794,0.0009924763667471595,Thompson Sampling,100,100
1,1,16,1,1,27,2601,27,1.1706785095935228,15,1.1756967371901033,65303.4183902794,0.005018227596580438,Thompson Sampling,100,100
1,1,17,1,1,40,3901,40,259.83943455706026,15,261.75037816487816,65303.4183902794,1.9109436078178987,Thompson Sampling,100,100
1,1,3,1,12,64,6312,64,299.2442570030697,16,299.6432283396344,65303.4183902794,0.39897133656467076,Thompson Sampling,100,100
1,1,4,1,65,66,6565,66,0.5998785165431235,16,0.5931736881212937,65303.4183902794,-0.006704828421829845,Thompson Sampling,100,100
1,1,5,1,87,23,2287,23,2.9248700758699058,16,2.9461015364946426,65303.4183902794,0.021231460624736798,Thompson Sampling,100,100
1,1,6,1,94,6,594,6,0.010913542180682485,16,0.010906506346563028,65303.4183902794,-7.035834119456519e-6,Thompson Sampling,100,100
1,1,7,1,74,48,4774,48,0.0005953406233703157,16,0.0005910973808619939,65303.4183902794,-4.243242508321821e-6,Thompson Sampling,100,100
1,1,8,1,42,96,9542,96,11082.891732992757,16,11132.274422921828,65303.4183902794,49.38268992907069,Thompson Sampling,100,100
1,1,9,1,30,12,1130,12,0.0454099237886698,16,0.04564228186795112,65303.4183902794,0.00023235807928131957,Thompson Sampling,100,100
1,1,10,1,64,29,2864,29,112.71238611916401,16,110.46888467220364,65303.4183902794,-2.243501446960366,Thompson Sampling,100,100
1,1,11,1,40,52,5140,52,0.09088408942405043,16,0.09156388999395046,65303.4183902794,0.0006798005699000242,Thompson Sampling,100,100
1,1,12,1,29,59,5829,59,1.5906905194402852,16,1.5941834002128432,65303.4183902794,0.003492880772558049,Thompson Sampling,100,100
1,1,13,1,17,50,4917,50,123.42068089140557,16,123.33624556101091,65303.4183902794,-0.08443533039465478,Thompson Sampling,100,100
1,1,14,1,55,74,7355,74,0.4217469234110079,16,0.4245956994865519,65303.4183902794,0.002848776075544013,Thompson Sampling,100,100
1,1,15,1,66,22,2166,22,19.025889004820908,16,19.174053143588786,65303.4183902794,0.14816413876787848,Thompson Sampling,100,100
1,1,16,1,27,61,6027,61,0.6495634938928702,16,0.6564710974538959,65303.4183902794,0.00690760356102571,Thompson Sampling,100,100
1,1,17,1,40,45,4440,45,39.25518763103269,16,38.57625568488657,65303.4183902794,-0.6789319461461218,Thompson Sampling,100,100
1,1,18,1,1,40,3901,40,261.865182598054,16,261.75037816487816,65303.4183902794,-0.11480443317583422,Thompson Sampling,100,100
1,1,4,1,66,22,2166,22,19.072412547058367,17,19.174053143588786,65303.4183902794,0.10164059653041946,Thompson Sampling,100,100
1,1,5,1,23,38,3723,38,4.097787257166304,17,4.043703376692627,65303.4183902794,-0.054083880473676516,Thompson Sampling,100,100
1,1,6,1,6,25,2406,25,2.3851349236892516,17,2.3676602829762077,65303.4183902794,-0.017474640713043943,Thompson Sampling,100,100
1,1,7,1,48,88,8748,88,0.032984984501186726,17,0.03284513152854699,65303.4183902794,-0.00013985297263973545,Thompson Sampling,100,100
1,1,8,1,96,87,8696,87,9.012454707556444,17,8.894620862209116,65303.4183902794,-0.11783384534732733,Thompson Sampling,100,100
1,1,9,1,12,88,8712,88,0.16567513929910213,17,0.1644383993189155,65303.4183902794,-0.0012367399801866408,Thompson Sampling,100,100
1,1,10,1,29,31,3029,31,2.326468592305918,17,2.303999265088977,65303.4183902794,-0.022469327216940727,Thompson Sampling,100,100
1,1,11,1,52,97,9652,97,0.04028157394885748,17,0.03948524756658864,65303.4183902794,-0.0007963263822688416,Thompson Sampling,100,100
1,1,12,1,59,48,4759,48,7845.366643356441,17,7854.308064530696,65303.4183902794,8.941421174255083,Thompson Sampling,100,100
1,1,13,1,50,70,6950,70,8.885239854059654,17,8.834561232865825,65303.4183902794,-0.05067862119382838,Thompson Sampling,100,100
1,1,14,1,74,64,6374,64,0.006677655251400938,17,0.006649871543893576,65303.4183902794,-2.77837075073617e-5,Thompson Sampling,100,100
1,1,15,1,22,59,5822,59,0.8077892810128482,17,0.7892441904593042,65303.4183902794,-0.01854509055354403,Thompson Sampling,100,100
1,1,16,1,61,83,8261,83,0.18895656716943732,17,0.1867018336631256,65303.4183902794,-0.0022547335063117235,Thompson Sampling,100,100
1,1,17,1,45,80,7945,80,0.17989890293290905,17,0.18126190459737507,65303.4183902794,0.0013630016644660126,Thompson Sampling,100,100
1,1,18,1,40,66,6540,66,5.664403504156608,17,5.675238565802824,65303.4183902794,0.010835061646216282,Thompson Sampling,100,100
1,1,19,1,1,42,4101,42,0.12922976278437293,17,0.13167217583271545,65303.4183902794,0.002442413048342529,Thompson Sampling,100,100
1,1,5,1,38,19,1838,19,0.3588861335497576,18,0.36033824470449716,65303.4183902794,0.0014521111547395327,Thompson Sampling,100,100
1,1,6,1,25,49,4825,49,125.24367222536152,18,126.79390585064178,65303.4183902794,1.5502336252802564,Thompson Sampling,100,100
1,1,7,1,88,54,5388,54,0.004161054661650626,18,0.004151487822635111,65303.4183902794,-9.566839015514965e-6,Thompson Sampling,100,100
1,1,8,1,87,68,6787,68,10.958126506500474,18,10.941012960797284,65303.4183902794,-0.01711354570318946,Thompson Sampling,100,100
1,1,9,1,88,54,5388,54,0.004207394446328585,18,0.004151487822635111,65303.4183902794,-5.5906623693474135e-5,Thompson Sampling,100,100
1,1,10,1,31,92,9131,92,0.30319258331445925,18,0.30503760245237144,65303.4183902794,0.001845019137912185,Thompson Sampling,100,100
1,1,11,1,97,62,6197,62,35.2005726235501,18,35.01863302829018,65303.4183902794,-0.18193959525991943,Thompson Sampling,100,100
1,1,12,1,48,28,2748,28,0.010523146522143248,18,0.010457500211904416,65303.4183902794,-6.564631023883195e-5,Thompson Sampling,100,100
1,1,13,1,70,80,7970,80,9.182936722022465,18,9.301939825295726,65303.4183902794,0.11900310327326125,Thompson Sampling,100,100
1,1,14,1,64,82,8164,82,0.5553946847627648,18,0.5531204755711921,65303.4183902794,-0.002274209191572618,Thompson Sampling,100,100
1,1,15,1,59,65,6459,65,9.597382761938778,18,9.749514277236978,65303.4183902794,0.15213151529819946,Thompson Sampling,100,100
1,1,16,1,83,85,8483,85,1.2449826997979303,18,1.2296185120238727,65303.4183902794,-0.01536418777405757,Thompson Sampling,100,100
1,1,17,1,80,40,3980,40,229.72935350392035,18,228.16522271035748,65303.4183902794,-1.5641307935628674,Thompson Sampling,100,100
1,1,18,1,66,15,1466,15,0.06716277814347557,18,0.06720137832733931,65303.4183902794,3.860018386374342e-5,Thompson Sampling,100,100
1,1,19,1,42,8,742,8,4.558581591259916,18,4.525609050555673,65303.4183902794,-0.03297254070424316,Thompson Sampling,100,100
1,1,20,1,1,40,3901,40,259.9334982422831,18,261.75037816487816,65303.4183902794,1.8168799225950352,Thompson Sampling,100,100
1,1,6,1,49,49,4849,49,0.06386227273359277,19,0.06454327670425339,65303.4183902794,0.0006810039706606208,Thompson Sampling,100,100
1,1,7,1,54,64,6354,64,0.1479053827483176,19,0.14942203964604775,65303.4183902794,0.0015166568977301453,Thompson Sampling,100,100
1,1,8,1,68,80,7968,80,543.4624440819143,19,545.9176797427772,65303.4183902794,2.4552356608628543,Thompson Sampling,100,100
1,1,9,1,54,4,354,4,8.678148332799365,19,8.765915693589669,65303.4183902794,0.08776736079030378,Thompson Sampling,100,100
1,1,10,1,92,41,4092,41,0.00034458416840807003,19,0.0003439378395368166,65303.4183902794,-6.46328871253452e-7,Thompson Sampling,100,100
1,1,11,1,62,24,2362,24,22.64725228006916,19,22.60798287217717,65303.4183902794,-0.039269407891989516,Thompson Sampling,100,100
1,1,12,1,28,41,4028,41,6.652101028243134,19,6.602859281247803,65303.4183902794,-0.04924174699533079,Thompson Sampling,100,100
1,1,13,1,80,76,7580,76,0.09116504512650239,19,0.09187310866256504,65303.4183902794,0.0007080635360626475,Thompson Sampling,100,100
1,1,14,1,82,87,8682,87,0.0034304871211117147,19,0.003510515753952899,65303.4183902794,8.002863284118419e-5,Thompson Sampling,100,100
1,1,15,1,65,49,4865,49,177.752495695771,19,178.831094160692,65303.4183902794,1.078598464921015,Thompson Sampling,100,100
1,1,16,1,85,73,7285,73,0.0014852511637755616,19,0.0015001147145445289,65303.4183902794,1.4863550768967268e-5,Thompson Sampling,100,100
1,1,17,1,40,92,9140,92,0.5507450241610226,19,0.5549054196562327,65303.4183902794,0.00416039549521019,Thompson Sampling,100,100
1,1,18,1,15,93,9215,93,2.8011322317634746,19,2.772715870088365,65303.4183902794,-0.028416361675109414,Thompson Sampling,100,100
1,1,19,1,8,56,5508,56,0.0036768504245406003,19,0.0036032710168730393,65303.4183902794,-7.3579407667561e-5,Thompson Sampling,100,100
1,1,20,1,40,66,6540,66,5.663719290669789,19,5.675238565802824,65303.4183902794,0.0115192751330353,Thompson Sampling,100,100
